title,company,seniority,role_family,skills
HR Data Analyst,SAUDI GOLD Refinery Co.,Mid,Data Analyst,SQL
HR Data Analyst,SAUDI GOLD Refinery Co.,Mid,Data Analyst,Power BI
HR Data Analyst,SAUDI GOLD Refinery Co.,Mid,Data Analyst,Excel
HR Data Analyst,SAUDI GOLD Refinery Co.,Mid,Data Analyst,Statistics
HR Data Analyst,SAUDI GOLD Refinery Co.,Mid,Data Analyst,Oracle
HR Data Analyst,SAUDI GOLD Refinery Co.,Mid,Data Analyst,SAP
HR Data Analyst,SAUDI GOLD Refinery Co.,Mid,Data Analyst,Data Governance
HR Data Analyst,SAUDI GOLD Refinery Co.,Mid,Data Analyst,Arabic
HR Data Analyst,SAUDI GOLD Refinery Co.,Mid,Data Analyst,Communication
HR Data Analyst,SAUDI GOLD Refinery Co.,Mid,Data Analyst,Dashboards/Reporting
Junior Business Analyst: Data & Process Optimizer,Saudi Telecom Company,Junior/Entry,Data Analyst,Communication
Junior Business Analyst: Data & Process Optimizer,Saudi Telecom Company,Junior/Entry,Data Analyst,Dashboards/Reporting
"Data Analyst: Insights, Dashboards & Forecasting",Netrolynx AI,Mid,Data Analyst,Python
"Data Analyst: Insights, Dashboards & Forecasting",Netrolynx AI,Mid,Data Analyst,SQL
"Data Analyst: Insights, Dashboards & Forecasting",Netrolynx AI,Mid,Data Analyst,R
"Data Analyst: Insights, Dashboards & Forecasting",Netrolynx AI,Mid,Data Analyst,Power BI
"Data Analyst: Insights, Dashboards & Forecasting",Netrolynx AI,Mid,Data Analyst,Tableau
"Data Analyst: Insights, Dashboards & Forecasting",Netrolynx AI,Mid,Data Analyst,Excel
"Data Analyst: Insights, Dashboards & Forecasting",Netrolynx AI,Mid,Data Analyst,Communication
"Data Analyst: Insights, Dashboards & Forecasting",Netrolynx AI,Mid,Data Analyst,Dashboards/Reporting
Drilling Data Analyst,Virtucruit,Mid,Data Analyst,Power BI
Drilling Data Analyst,Virtucruit,Mid,Data Analyst,Statistics
Drilling Data Analyst,Virtucruit,Mid,Data Analyst,Communication
Drilling Data Analyst,Virtucruit,Mid,Data Analyst,Dashboards/Reporting
Telecom Data Analyst (DW/BI) - Riyadh,DeepSource Technologies,Mid,Data Analyst,Data Warehousing
Telecom Data Analyst (DW/BI) - Riyadh,DeepSource Technologies,Mid,Data Analyst,Communication
Data Quality Analyst,Brainlake Advertising LLC,Senior,Data Analyst,SQL
Data Quality Analyst,Brainlake Advertising LLC,Senior,Data Analyst,Power BI
Data Quality Analyst,Brainlake Advertising LLC,Senior,Data Analyst,Tableau
Data Quality Analyst,Brainlake Advertising LLC,Senior,Data Analyst,Data Governance
Data Quality Analyst,Brainlake Advertising LLC,Senior,Data Analyst,Communication
Data Quality Analyst,Brainlake Advertising LLC,Senior,Data Analyst,Dashboards/Reporting
GCP Data Platform & AI Lead - Real-Time Analytics,Syarah,Lead/Manager+,Data Scientist,GCP
Data Analytics & Reporting Manager(3720),Khatib & Alami,Lead/Manager+,Data Analyst,Power BI
Data Analytics & Reporting Manager(3720),Khatib & Alami,Lead/Manager+,Data Analyst,Excel
Data Analytics & Reporting Manager(3720),Khatib & Alami,Lead/Manager+,Data Analyst,ETL
Data Analytics & Reporting Manager(3720),Khatib & Alami,Lead/Manager+,Data Analyst,SAP
Data Analytics & Reporting Manager(3720),Khatib & Alami,Lead/Manager+,Data Analyst,Data Governance
Data Analytics & Reporting Manager(3720),Khatib & Alami,Lead/Manager+,Data Analyst,Communication
Data Analytics & Reporting Manager(3720),Khatib & Alami,Lead/Manager+,Data Analyst,Dashboards/Reporting
Junior Customer Experience Data Analyst,BUPA Arabia,Junior/Entry,Data Analyst,Communication
Business Analyst (Data Warehouse & Analytics),Deepsource Technologies,Senior,Data Analyst,SQL
Business Analyst (Data Warehouse & Analytics),Deepsource Technologies,Senior,Data Analyst,Spark
Business Analyst (Data Warehouse & Analytics),Deepsource Technologies,Senior,Data Analyst,ETL
Business Analyst (Data Warehouse & Analytics),Deepsource Technologies,Senior,Data Analyst,Data Warehousing
Business Analyst (Data Warehouse & Analytics),Deepsource Technologies,Senior,Data Analyst,Hadoop
Business Analyst (Data Warehouse & Analytics),Deepsource Technologies,Senior,Data Analyst,Agile
Business Analyst (Data Warehouse & Analytics),Deepsource Technologies,Senior,Data Analyst,Data Governance
Business Analyst (Data Warehouse & Analytics),Deepsource Technologies,Senior,Data Analyst,Communication
Business Analyst (Data Warehouse & Analytics),Deepsource Technologies,Senior,Data Analyst,Dashboards/Reporting
Data Analyst NBFI Data Standardization,Leading Edge,Mid,Data Analyst,Python
Data Analyst NBFI Data Standardization,Leading Edge,Mid,Data Analyst,SQL
Data Analyst NBFI Data Standardization,Leading Edge,Mid,Data Analyst,Excel
Data Analyst NBFI Data Standardization,Leading Edge,Mid,Data Analyst,Communication
Data Analyst NBFI Data Standardization,Leading Edge,Mid,Data Analyst,Dashboards/Reporting
Data Program Analyst (Saudi Arabia),Eram Talent,Mid,Data Analyst,Python
Data Program Analyst (Saudi Arabia),Eram Talent,Mid,Data Analyst,SQL
Data Program Analyst (Saudi Arabia),Eram Talent,Mid,Data Analyst,R
Data Program Analyst (Saudi Arabia),Eram Talent,Mid,Data Analyst,Power BI
Data Program Analyst (Saudi Arabia),Eram Talent,Mid,Data Analyst,Tableau
Data Program Analyst (Saudi Arabia),Eram Talent,Mid,Data Analyst,Statistics
Data Program Analyst (Saudi Arabia),Eram Talent,Mid,Data Analyst,Arabic
Data Program Analyst (Saudi Arabia),Eram Talent,Mid,Data Analyst,Communication
Data Program Analyst (Saudi Arabia),Eram Talent,Mid,Data Analyst,Dashboards/Reporting
Aftersales Data Analyst,Petromin Corporation,Mid,Data Analyst,Python
Aftersales Data Analyst,Petromin Corporation,Mid,Data Analyst,SQL
Aftersales Data Analyst,Petromin Corporation,Mid,Data Analyst,Power BI
Aftersales Data Analyst,Petromin Corporation,Mid,Data Analyst,Excel
Aftersales Data Analyst,Petromin Corporation,Mid,Data Analyst,Machine Learning
Aftersales Data Analyst,Petromin Corporation,Mid,Data Analyst,Statistics
Aftersales Data Analyst,Petromin Corporation,Mid,Data Analyst,Data Governance
Aftersales Data Analyst,Petromin Corporation,Mid,Data Analyst,Arabic
Aftersales Data Analyst,Petromin Corporation,Mid,Data Analyst,Communication
Aftersales Data Analyst,Petromin Corporation,Mid,Data Analyst,Dashboards/Reporting
Data Program Analyst (Saudi Arabia),Confidential,Mid,Data Analyst,Python
Data Program Analyst (Saudi Arabia),Confidential,Mid,Data Analyst,SQL
Data Program Analyst (Saudi Arabia),Confidential,Mid,Data Analyst,R
Data Program Analyst (Saudi Arabia),Confidential,Mid,Data Analyst,Power BI
Data Program Analyst (Saudi Arabia),Confidential,Mid,Data Analyst,Tableau
Data Program Analyst (Saudi Arabia),Confidential,Mid,Data Analyst,Statistics
Data Program Analyst (Saudi Arabia),Confidential,Mid,Data Analyst,Arabic
Data Program Analyst (Saudi Arabia),Confidential,Mid,Data Analyst,Communication
Data Program Analyst (Saudi Arabia),Confidential,Mid,Data Analyst,Dashboards/Reporting
"Principal Specialist, Data Science & Analytics",Ma'aden Legal Employer,Lead/Manager+,Data Scientist,SQL
"Principal Specialist, Data Science & Analytics",Ma'aden Legal Employer,Lead/Manager+,Data Scientist,AWS
"Principal Specialist, Data Science & Analytics",Ma'aden Legal Employer,Lead/Manager+,Data Scientist,Azure
"Principal Specialist, Data Science & Analytics",Ma'aden Legal Employer,Lead/Manager+,Data Scientist,Spark
"Principal Specialist, Data Science & Analytics",Ma'aden Legal Employer,Lead/Manager+,Data Scientist,ETL
"Principal Specialist, Data Science & Analytics",Ma'aden Legal Employer,Lead/Manager+,Data Scientist,Machine Learning
"Principal Specialist, Data Science & Analytics",Ma'aden Legal Employer,Lead/Manager+,Data Scientist,Deep Learning
"Principal Specialist, Data Science & Analytics",Ma'aden Legal Employer,Lead/Manager+,Data Scientist,GenAI / LLMs
"Principal Specialist, Data Science & Analytics",Ma'aden Legal Employer,Lead/Manager+,Data Scientist,Statistics
"Principal Specialist, Data Science & Analytics",Ma'aden Legal Employer,Lead/Manager+,Data Scientist,Data Governance
"Principal Specialist, Data Science & Analytics",Ma'aden Legal Employer,Lead/Manager+,Data Scientist,Communication
"Principal Specialist, Data Science & Analytics",Ma'aden Legal Employer,Lead/Manager+,Data Scientist,Dashboards/Reporting
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,Python
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,SQL
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,R
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,Power BI
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,Tableau
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,Looker
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,GCP
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,Spark
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,Data Warehousing
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,Machine Learning
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,Statistics
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,Agile
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,Data Governance
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,Communication
Data Scientist / Advanced Analytics Consultant - 0 12+ Years Experience,Datamatics Global Service,Lead/Manager+,Data Scientist,Dashboards/Reporting
Senior Data Analyst: Turn Data into Strategic Insights,Salla,Senior,Data Analyst,Python
Senior Data Analyst: Turn Data into Strategic Insights,Salla,Senior,Data Analyst,Tableau
Senior Data Analyst: Turn Data into Strategic Insights,Salla,Senior,Data Analyst,Looker
Senior Data Analyst: Turn Data into Strategic Insights,Salla,Senior,Data Analyst,Dashboards/Reporting
Downstream Transformation Analyst,Aramco,Lead/Manager+,Data Analyst,Communication
Downstream Transformation Analyst,Aramco,Lead/Manager+,Data Analyst,Dashboards/Reporting
Remote Search Analyst Saudi Arabia,TELUS Digital AI Data Solutions,Mid,Data Analyst,Machine Learning
Remote Search Analyst Saudi Arabia,TELUS Digital AI Data Solutions,Mid,Data Analyst,Arabic
Data Programs Analyst: Insights & Dashboards,Eram Talent,Mid,Data Analyst,SQL
Data Programs Analyst: Insights & Dashboards,Eram Talent,Mid,Data Analyst,Communication
Data Programs Analyst: Insights & Dashboards,Eram Talent,Mid,Data Analyst,Dashboards/Reporting
Telecom Data Analyst; DW​/BI,DeepSource Technologies,Mid,Data Analyst,Data Warehousing
Telecom Data Analyst; DW​/BI,DeepSource Technologies,Mid,Data Analyst,Communication
Senior Data Analyst AI,Salla,Senior,Data Scientist,Python
Senior Data Analyst AI,Salla,Senior,Data Scientist,SQL
Senior Data Analyst AI,Salla,Senior,Data Scientist,Tableau
Senior Data Analyst AI,Salla,Senior,Data Scientist,Looker
Senior Data Analyst AI,Salla,Senior,Data Scientist,GCP
Senior Data Analyst AI,Salla,Senior,Data Scientist,Airflow
Senior Data Analyst AI,Salla,Senior,Data Scientist,Kafka
Senior Data Analyst AI,Salla,Senior,Data Scientist,dbt
Senior Data Analyst AI,Salla,Senior,Data Scientist,Data Warehousing
Senior Data Analyst AI,Salla,Senior,Data Scientist,Machine Learning
Senior Data Analyst AI,Salla,Senior,Data Scientist,GenAI / LLMs
Senior Data Analyst AI,Salla,Senior,Data Scientist,Statistics
Senior Data Analyst AI,Salla,Senior,Data Scientist,Dashboards/Reporting
Spatial Data Analyst | Saudi Arabia - Immediate Joiner,Your Retail Coach,Senior,Data Analyst,Python
Spatial Data Analyst | Saudi Arabia - Immediate Joiner,Your Retail Coach,Senior,Data Analyst,SQL
Spatial Data Analyst | Saudi Arabia - Immediate Joiner,Your Retail Coach,Senior,Data Analyst,Power BI
Spatial Data Analyst | Saudi Arabia - Immediate Joiner,Your Retail Coach,Senior,Data Analyst,ETL
Spatial Data Analyst | Saudi Arabia - Immediate Joiner,Your Retail Coach,Senior,Data Analyst,PostgreSQL
Spatial Data Analyst | Saudi Arabia - Immediate Joiner,Your Retail Coach,Senior,Data Analyst,Data Governance
Spatial Data Analyst | Saudi Arabia - Immediate Joiner,Your Retail Coach,Senior,Data Analyst,Communication
Spatial Data Analyst | Saudi Arabia - Immediate Joiner,Your Retail Coach,Senior,Data Analyst,Dashboards/Reporting
Freelance Search Analyst Saudi Arabia (Work From Home),TELUS Digital AI Data Solutions,Mid,Data Analyst,Machine Learning
Freelance Search Analyst Saudi Arabia (Work From Home),TELUS Digital AI Data Solutions,Mid,Data Analyst,Arabic
Data Analyst & KPIs Report,Atkins Realis Group,Mid,Data Analyst,Power BI
Data Analyst & KPIs Report,Atkins Realis Group,Mid,Data Analyst,Excel
Data Analyst & KPIs Report,Atkins Realis Group,Mid,Data Analyst,Communication
Data Analyst & KPIs Report,Atkins Realis Group,Mid,Data Analyst,Dashboards/Reporting
Data Analytics Engineer: Power BI Dashboards & Insights,Raqmiyat,Mid,BI Developer,SQL
Data Analytics Engineer: Power BI Dashboards & Insights,Raqmiyat,Mid,BI Developer,Power BI
Data Analytics Engineer: Power BI Dashboards & Insights,Raqmiyat,Mid,BI Developer,Dashboards/Reporting
Planning & Performance Analyst,Aramco,Lead/Manager+,Data Analyst,Communication
Planning & Performance Analyst,Aramco,Lead/Manager+,Data Analyst,Dashboards/Reporting
Informatica (MDM) Developer - Data Governance (Saudi Arabia),Confidential,Lead/Manager+,Other Data Role,SQL
Informatica (MDM) Developer - Data Governance (Saudi Arabia),Confidential,Lead/Manager+,Other Data Role,ETL
Informatica (MDM) Developer - Data Governance (Saudi Arabia),Confidential,Lead/Manager+,Other Data Role,Oracle
Informatica (MDM) Developer - Data Governance (Saudi Arabia),Confidential,Lead/Manager+,Other Data Role,SQL Server
Informatica (MDM) Developer - Data Governance (Saudi Arabia),Confidential,Lead/Manager+,Other Data Role,Data Governance
Informatica (MDM) Developer - Data Governance (Saudi Arabia),Confidential,Lead/Manager+,Other Data Role,Communication
"Senior Data Analyst: AI, Automation & Insights",tabby,Senior,Data Scientist,SQL
"Senior Data Analyst: AI, Automation & Insights",tabby,Senior,Data Scientist,Tableau
"Senior Data Analyst: AI, Automation & Insights",tabby,Senior,Data Scientist,GenAI / LLMs
"Senior Data Analyst: AI, Automation & Insights",tabby,Senior,Data Scientist,Dashboards/Reporting
Senior Data Scientist Transaction Intelligence,Malaa Technologies,Senior,Data Scientist,Python
Senior Data Scientist Transaction Intelligence,Malaa Technologies,Senior,Data Scientist,SQL
Senior Data Scientist Transaction Intelligence,Malaa Technologies,Senior,Data Scientist,Machine Learning
Senior Data Scientist Transaction Intelligence,Malaa Technologies,Senior,Data Scientist,GenAI / LLMs
Senior Data Scientist Transaction Intelligence,Malaa Technologies,Senior,Data Scientist,Statistics
Senior Data Scientist Transaction Intelligence,Malaa Technologies,Senior,Data Scientist,Data Governance
Senior Data Scientist Transaction Intelligence,Malaa Technologies,Senior,Data Scientist,Arabic
Senior Data Scientist — Transaction Intelligence,Malaa,Senior,Data Scientist,Python
Senior Data Scientist — Transaction Intelligence,Malaa,Senior,Data Scientist,SQL
Senior Data Scientist — Transaction Intelligence,Malaa,Senior,Data Scientist,Machine Learning
Senior Data Scientist — Transaction Intelligence,Malaa,Senior,Data Scientist,GenAI / LLMs
Senior Data Scientist — Transaction Intelligence,Malaa,Senior,Data Scientist,Statistics
Senior Data Scientist — Transaction Intelligence,Malaa,Senior,Data Scientist,Data Governance
Senior Data Scientist — Transaction Intelligence,Malaa,Senior,Data Scientist,Arabic
Data Scientist III,Mozn,Mid,Data Scientist,Python
Data Scientist III,Mozn,Mid,Data Scientist,SQL
Data Scientist III,Mozn,Mid,Data Scientist,Spark
Data Scientist III,Mozn,Mid,Data Scientist,Machine Learning
Data Scientist III,Mozn,Mid,Data Scientist,Deep Learning
Data Scientist III,Mozn,Mid,Data Scientist,Statistics
Data Scientist III,Mozn,Mid,Data Scientist,NoSQL
Data Scientist III,Mozn,Mid,Data Scientist,Git
Data Scientist III,Mozn,Mid,Data Scientist,Docker/K8s
Data Scientist III,Mozn,Mid,Data Scientist,Communication
Downstream Data Scientist – ML & Optimization Expert,Saudi Aramco,Lead/Manager+,Data Scientist,Python
Downstream Data Scientist – ML & Optimization Expert,Saudi Aramco,Lead/Manager+,Data Scientist,Machine Learning
Machine Learning Scientist,Silver Edge Arabia,Senior,Data Scientist,Python
Machine Learning Scientist,Silver Edge Arabia,Senior,Data Scientist,SQL
Machine Learning Scientist,Silver Edge Arabia,Senior,Data Scientist,GCP
Machine Learning Scientist,Silver Edge Arabia,Senior,Data Scientist,Spark
Machine Learning Scientist,Silver Edge Arabia,Senior,Data Scientist,Airflow
Machine Learning Scientist,Silver Edge Arabia,Senior,Data Scientist,Data Warehousing
Machine Learning Scientist,Silver Edge Arabia,Senior,Data Scientist,Machine Learning
Machine Learning Scientist,Silver Edge Arabia,Senior,Data Scientist,Deep Learning
Machine Learning Scientist,Silver Edge Arabia,Senior,Data Scientist,Statistics
Machine Learning Scientist,Silver Edge Arabia,Senior,Data Scientist,Git
Machine Learning Scientist,Silver Edge Arabia,Senior,Data Scientist,Docker/K8s
Machine Learning Scientist,Silver Edge Arabia,Senior,Data Scientist,Dashboards/Reporting
Senior AI & Data Science Specialist - Drive Innovation,Ma'aden Gold and Base Metals (MGBM),Senior,Data Scientist,Machine Learning
Senior AI & Data Science Specialist - Drive Innovation,Ma'aden Gold and Base Metals (MGBM),Senior,Data Scientist,Dashboards/Reporting
Data Scientist: Predictive Modeling & Insights Leader,Müller`s Solutions,Mid,Data Scientist,Statistics
Saudi National Data Scientist - Analytics & ML Modeling,Raqmiyat,Mid,Data Scientist,Python
Saudi National Data Scientist - Analytics & ML Modeling,Raqmiyat,Mid,Data Scientist,SQL
Saudi National Data Scientist - Analytics & ML Modeling,Raqmiyat,Mid,Data Scientist,R
Saudi National Data Scientist - Analytics & ML Modeling,Raqmiyat,Mid,Data Scientist,Power BI
Saudi National Data Scientist - Analytics & ML Modeling,Raqmiyat,Mid,Data Scientist,Tableau
Saudi National Data Scientist - Analytics & ML Modeling,Raqmiyat,Mid,Data Scientist,Machine Learning
Saudi National Data Scientist - Analytics & ML Modeling,Raqmiyat,Mid,Data Scientist,Statistics
Data Scientist / GenAI Specialist,CARBYNETECH,Senior,Data Scientist,Python
Data Scientist / GenAI Specialist,CARBYNETECH,Senior,Data Scientist,SQL
Data Scientist / GenAI Specialist,CARBYNETECH,Senior,Data Scientist,AWS
Data Scientist / GenAI Specialist,CARBYNETECH,Senior,Data Scientist,Azure
Data Scientist / GenAI Specialist,CARBYNETECH,Senior,Data Scientist,GCP
